6.506956259044027746e+00,-1.676589841645564460e+00,4.548647515552236564e-01
5.825220892856440180e+00,-1.582004206091419007e+00,7.780413422103119592e-01
7.150123699244215203e+00,-6.121207113524930188e-01,2.141348929628184905e+00
5.112682685433974861e+00,-2.019832323991752610e+00,-6.817901486956572388e-01
7.171718782093567057e+00,-3.416497981943773521e-01,8.538860183106801172e-01
6.767105248829138553e+00,-2.971678357814269145e-01,1.016321416543891409e+00
6.807690194425433994e+00,-5.879730436940585614e-01,6.804890252143844798e-01
6.458782528292673852e+00,-8.854161103122355492e-01,5.710209345279401161e-01
7.120863135655572052e+00,-7.780103908071174246e-01,7.674941920008232499e-01
7.184848636554137968e+00,-6.812324467470655120e-01,1.114335939347818050e+00
6.328338954703462527e+00,-1.132691792957246091e-01,4.349776419724040166e-01
6.867634374891077975e+00,-1.340782956938411319e+00,7.912589958725884109e-01
4.465164950016241363e+00,-1.470364613129671483e+00,-1.068976057849594374e+00
7.147572179425400130e+00,-1.429709127032331217e+00,1.081129595103015983e+00
4.888043986125629736e+00,-1.841760328993370610e+00,-4.858912450361559388e-01
5.304446773863368492e+00,-1.392139853596923604e+00,-3.780967160271594962e-01
4.706900437133894499e+00,-1.905401743100683554e+00,-1.954299397147684081e-01
5.086731498919452754e+00,-6.687158873629532874e-01,-3.194214836129297685e-01
5.521113545900590225e+00,-1.184487959786093114e+00,2.351576132783063933e-01
5.820004302509710570e+00,-6.727781617440258266e-01,1.280182514219405272e-02
6.922498302602298814e+00,1.481555372318403008e-01,3.162926798894010738e-01
4.891817673051132687e+00,-2.837040132485339414e-02,-1.792543543535566469e-02
5.279054125214533322e+00,-1.422941189971697051e+00,-2.297760173153693686e-01
4.450463811609610687e+00,-3.644945218012989319e-01,-5.445586074173457830e-02
5.847907108884351501e+00,-1.041504155973270951e+00,-7.673639974933265523e-03
6.478094339474443686e+00,-5.312984495530651552e-01,1.648684353349925413e-01
5.689055833166520415e+00,-1.299450662250345667e+00,-3.928572495880904014e-02
4.935449422659800689e+00,-1.275267061945506208e+00,-3.996004623799118138e-01
5.709320166496776316e+00,-5.033554378147738761e-01,1.178751708600324355e-01
4.573597849590170128e+00,-2.006056607180291274e-01,1.247624497155865320e-01
4.620552729589839203e+00,-1.430181045868522238e+00,-7.336026232822271398e-01
6.497285001750241484e+00,-8.512761768024650344e-01,-2.527552680916173578e-01
7.571420903699753069e+00,-6.846087495694438418e-01,-2.034725263814420870e-01
7.042705973472622283e+00,-1.157664224924632584e-01,9.764722444083270836e-02
7.233950577065718868e+00,-3.619010079642737132e-01,1.183860137371647969e+00
7.617564925937387876e+00,5.886290658032377471e-02,3.321114031407886191e+00
7.459389737874082549e+00,3.224308988943376808e-01,2.978699888689336106e+00
7.345829635326119877e+00,-2.937457012002149814e-01,2.967668450370978039e+00
6.231661012171954006e+00,-5.970818010950226240e-01,1.827605488478430074e+00
7.310700300490060144e+00,-1.972824285891454366e-01,2.310928659197409640e+00
7.404650529854835739e+00,1.420258593413068274e-02,2.839253466004396209e+00
6.811460798046486076e+00,-4.629784395519519480e-01,1.539022321202863752e+00
7.868722626953941202e+00,9.092353219287239163e-01,2.917338498255794388e+00
7.546403537004309214e+00,5.390304197100266315e-01,3.052531737242338394e+00
7.296198950073894629e+00,-1.361766022097106732e-01,1.227129890355482367e+00
7.094252222162507948e+00,-8.666437848569612939e-03,1.216322664254200214e+00
7.532114180633931788e+00,-9.983091788549105505e-01,1.146821214388744625e+00
6.931108754691546636e+00,-5.585766368358567879e-01,1.760572532634065324e+00
6.401588674770464671e+00,-1.596805464771713590e+00,-1.588439920945068917e-01
6.985289228772101566e+00,-1.177619329666758974e+00,1.244602697643793388e+00
6.903302401145823275e+00,-1.131587132793328676e+00,1.292691080152966299e+00
7.037441066603685513e+00,-9.801490215778082549e-01,1.475258459810563361e+00
5.715789009705886770e+00,-2.113177124194256518e+00,-1.785328307893604638e+00
6.822380443227271662e+00,-1.702549349486730257e-02,1.612615338863275793e+00
6.522212304327525523e+00,-1.256747916300064549e+00,3.522983878436545258e-01
7.427122077756022733e+00,6.699704159734916169e-03,1.478966722213576945e+00
6.288752857586112022e+00,-4.129054048096416074e-01,4.233356090706656971e-01
7.121724172766442429e+00,1.255216865746984878e+00,2.553889247921682593e+00
7.156358522853399684e+00,3.586659605178640908e-01,1.473230083419199810e+00
7.274896133786021402e+00,3.983786506913049030e-01,1.043032423252601593e+00
7.192006039386027894e+00,6.162681654201621617e-01,1.409684744675531842e+00
5.056134937219704639e+00,-8.818860205854947010e-01,-7.424154639394799915e-01
7.450918612222253046e+00,9.131585716816655041e-02,4.857013507603861191e-01
4.786693939069680326e+00,-8.456863426345831991e-01,-5.215183898118510575e-01
7.114341487498665018e+00,6.497802138151677342e-02,1.268984234356027030e-01
4.184635650739099155e+00,-1.109786072392060285e+00,-9.590445009696946244e-01
6.136721479812714541e+00,5.209834629765164316e-01,-1.361197723644403945e-01
3.572663103664436512e+00,-1.955837859120073796e+00,-1.879339124470680966e+00
6.751221928920095650e+00,6.604069876412614892e-01,-1.791758964365590678e-01
4.929531522320115045e+00,-8.558240144491602308e-01,-8.172927713896229740e-01
6.616351662958804170e+00,-4.067409363821813950e-01,-3.636843971833302880e-01
5.716644040845562991e+00,-1.019049089919618734e+00,-5.608307923934170436e-01
6.828194127972775362e+00,6.180338057113086148e-01,-2.338728451714284021e-02
7.057156757742632180e+00,-1.267680815752246115e+00,-1.264325431151831047e+00
6.633872196542495381e+00,3.833545238933663835e-01,-3.685962888501421730e-01
6.774829365600489872e+00,1.195657020320290698e-01,1.051632189274939559e-02
6.185646468697471256e+00,-9.085730189311237437e-01,-7.599072126434488483e-01
4.634573729670232289e+00,-1.647839014702293881e+00,-1.574454491809613277e+00
6.580737126536037707e+00,-7.782595236942225769e-01,-7.324380985524008292e-01
6.630052251716355372e+00,-6.557537468621980059e-01,-6.660057171482740568e-01
5.140518190028503298e+00,-8.165391403039886642e-01,-7.900434747010893766e-01
6.378355891637009556e+00,-3.139847981587418069e-02,-5.396633526987193452e-01
5.560198217391404185e+00,-1.676338833059565880e+00,-1.769726020734301297e+00
6.992145992739450477e+00,-2.124127531171736694e-01,-3.038782663137745699e-01
6.138305768344094915e+00,-1.243982442026255741e+00,-8.573592416173176911e-01
6.868002205035527830e+00,-1.170726950639337849e+00,-9.176649168646200394e-01
6.345717041458073027e+00,-7.143056017252774614e-01,-8.351530956729863453e-01
6.205885241994208990e+00,-6.395503503070869566e-01,-8.217091578607689240e-01
6.999784665719108290e+00,-4.421392653100379433e-01,-5.288616750357308938e-01
4.324194537989474618e+00,-1.349311971587741743e+00,-1.380985315681076964e+00
4.736644772117459823e+00,-1.916846767362535120e+00,-1.552073556473073657e+00
6.445346275156611959e+00,-8.621367725421644757e-01,-6.772610580009407188e-01
6.593840381926225014e+00,-1.902829220302702184e+00,-1.249919856637762283e+00
6.461268577188422846e+00,-6.132338327160331559e-01,-3.599306878373064733e-01
6.295798525527620981e+00,-3.481280539611660840e-01,-4.251340354033126823e-01
5.784067743951458063e+00,-1.566983819861910376e+00,-1.314573932397929745e+00
6.054816536230983814e+00,-3.776734021139326880e-01,-7.866702002209589040e-01
6.639827651421246202e+00,-1.561798280500244607e+00,-1.308006295084875203e+00
4.613144036078364429e+00,-1.364360420976569399e+00,-1.106650140060079224e+00
5.851529943298634961e+00,-6.213195072934777352e-01,-5.063671263085267604e-01
5.570103806093295695e+00,-1.263247411620519900e+00,-7.741329484273545836e-01
4.286012907153123663e+00,-1.584011413929343082e+00,-1.254227676130731828e+00
5.989399843109705301e+00,-1.430673436961944045e+00,-1.278148204617195693e+00
6.587456503544604658e+00,-1.190733664680380999e+00,-1.252697705857478194e+00
5.978024719586495728e+00,-1.687382297146892807e+00,-1.630854485252012376e+00
5.089041436807489660e+00,-1.459354798606578463e+00,-1.193812712645463403e+00
6.233906011682116777e+00,-1.589352305964767176e+00,-1.395248212375173047e+00
5.940492857584285247e+00,-1.107559563315376971e+00,-7.258397101336439006e-01
5.383093311209373510e+00,-1.816970441136667724e-01,-1.095392973203414000e+00
6.245865113197073271e+00,3.311366626623584719e-01,-8.997417929609939635e-02
4.517030564740716514e+00,-4.371044578317356266e-01,-1.444604065086074085e+00
6.107542874776052955e+00,-1.735903551989497751e-01,-3.626873172917478017e-01
