NMDA,mGluR5,GABA
0.22207116711708486,-1.6765898416455645,0.45486475155522366
-0.49818077986097486,-1.582004206091419,0.778041342210312
0.9015761833048663,-0.612120711352493,2.141348929628185
-1.2509758623022051,-2.0198323239917526,-0.6817901486956572
0.924391341852939,-0.34164979819437735,0.8538860183106801
0.49691801486818654,-0.2971678357814269,1.0163214165438914
0.5397959225337353,-0.5879730436940586,0.6804890252143845
0.17117572426967342,-0.8854161103122355,0.5710209345279401
0.8706624608552722,-0.7780103908071174,0.7674941920008232
0.9382630048292186,-0.6812324467470655,1.114335939347818
0.03336236954552787,-0.11326917929572461,0.434977641972404
0.6031268201690271,-1.3407829569384113,0.7912589958725884
-1.9350769560235448,-1.4703646131296715,-1.0689760578495944
0.898880508108299,-1.4297091270323312,1.081129595103016
-1.488306164598616,-1.8417603289933706,-0.48589124503615594
-1.0483775156385546,-1.3921398535969236,-0.3780967160271595
-1.6796839342065268,-1.9054017431006836,-0.1954299397147684
-1.2783932349962486,-0.6687158873629533,-0.31942148361292977
-0.819469537344936,-1.1844879597860931,0.2351576132783064
-0.5036920963338614,-0.6727781617440258,0.012801825142194053
0.6610904417042447,0.1481555372318403,0.3162926798894011
-1.4843192724844825,-0.028370401324853394,-0.017925435435355665
-1.075204794279723,-1.422941189971697,-0.22977601731536937
-1.9506086771067315,-0.36449452180129893,-0.05445586074173458
-0.4742128414583603,-1.041504155973271,-0.0076736399749332655
0.19157861121556655,-0.5312984495530652,0.16486843533499254
-0.6420388723353243,-1.2994506622503457,-0.03928572495880904
-1.4382224229379459,-1.2752670619455062,-0.3996004623799118
-0.6206296477898089,-0.5033554378147739,0.11787517086003244
-1.8205178310197399,-0.20060566071802913,0.12476244971558653
-1.770910101367972,-1.4301810458685222,-0.7336026232822271
0.21185350460306676,-0.851276176802465,-0.25275526809161736
1.3466757729923107,-0.6846087495694438,-0.2034725263814421
0.7880895872381215,-0.11576642249246326,0.09764722444083271
0.9901390992903877,-0.3619010079642737,1.183860137371648
1.3954268331638175,0.058862906580323775,3.321114031407886
1.2283150874386173,0.3224308988943377,2.978699888689336
1.1083390835287774,-0.293745701200215,2.967668450370978
-0.06877766864488014,-0.5970818010950226,1.82760548847843
1.0712250168885056,-0.19728242858914544,2.3109286591974096
1.1704832319895178,0.014202585934130683,2.839253466004396
0.543779557143353,-0.46297843955195195,1.5390223212028638
1.6607744036842094,0.9092353219287239,2.9173384982557944
1.320244978927126,0.5390304197100266,3.0525317372423384
1.0559043713872123,-0.13617660220971067,1.2271298903554824
0.8425480880284263,-0.008666437848569613,1.2163226642542002
1.3051483046789019,-0.9983091788549106,1.1468212143887446
0.6701873658029948,-0.5585766368358568,1.7605725326340653
0.11075054113018802,-1.5968054647717136,-0.1588439920945069
0.7274289200485115,-1.177619329666759,1.2446026976437934
0.6408100131336355,-1.1315871327933287,1.2926910801529663
0.782527224463522,-0.9801490215778083,1.4752584598105634
-0.6137953288632249,-2.1131771241942565,-1.7853283078936046
0.5553161387728973,-0.017025493494867303,1.6126153388632758
0.23818914612127398,-1.2567479163000645,0.3522983878436545
1.1942243739783098,0.006699704159734916,1.478966722213577
-0.008460256851983762,-0.4129054048096416,0.4233356090706657
0.8715721447095701,1.2552168657469849,2.5538892479216826
0.9081632610278435,0.3586659605178641,1.4732300834191998
1.0333979918322536,0.3983786506913049,1.0430324232526016
0.9458247855151812,0.6162681654201622,1.4096847446755318
-1.3107184365745603,-0.8818860205854947,-0.74241546393948
1.219365361421107,0.09131585716816655,0.4857013507603861
-1.595382271162639,-0.8456863426345832,-0.5215183898118511
0.8637723536150008,0.06497802138151677,0.1268984234356027
-2.2314555568854453,-1.1097860723920603,-0.9590445009696946
-0.16908108023012136,0.5209834629765164,-0.1361197723644404
-2.8780032356314584,-1.9558378591200738,-1.879339124470681
0.4801373215722843,0.6604069876412615,-0.17917589643655907
-1.444474671908858,-0.8558240144491602,-0.817292771389623
0.337647175885256,-0.4067409363821814,-0.3636843971833303
-0.612891990304566,-1.0190490899196187,-0.560830792393417
0.5614582841928747,0.6180338057113086,-0.02338728451714284
0.8033568097148422,-1.2676808157522461,-1.264325431151831
0.3561575819044088,0.3833545238933664,-0.3685962888501422
0.5050785276113686,0.11956570203202907,0.010516321892749396
-0.11739193478181302,-0.9085730189311237,-0.7599072126434488
-1.756096944962494,-1.6478390147022939,-1.5744544918096133
0.3000204948129992,-0.7782595236942226,-0.7324380985524008
0.35212181841782003,-0.655753746862198,-0.6660057171482741
-1.2215677116125294,-0.8165391403039887,-0.7900434747010894
0.08620515575702306,-0.03139847981587418,-0.5396633526987193
-0.7781766660425683,-1.6763388330595659,-1.7697260207343013
0.7346730764211957,-0.21241275311717367,-0.30387826631377457
-0.1674072828068148,-1.2439824420262557,-0.8573592416173177
0.6035154319249035,-1.1707269506393378,-0.91766491686462
0.05172228079636615,-0.7143056017252775,-0.8351530956729863
-0.09600971435669299,-0.639550350307087,-0.8217091578607689
0.7427433179823667,-0.44213926531003794,-0.5288616750357309
-2.084011892898508,-1.3493119715877417,-1.380985315681077
-1.6482591083194895,-1.9168467673625351,-1.5520735564730737
0.15698035175224448,-0.8621367725421645,-0.6772610580009407
0.31386405592867156,-1.9028292203027022,-1.2499198566377623
0.1738022295769442,-0.6132338327160332,-0.3599306878373065
-0.0010165238372051592,-0.3481280539611661,-0.4251340354033127
-0.5416589930991237,-1.5669838198619104,-1.3145739323979297
-0.25561347682818386,-0.3776734021139327,-0.7866702002209589
0.3624495071650091,-1.5617982805002446,-1.3080062950848752
-1.7787373701160263,-1.3643604209765694,-1.1066501400600792
-0.4703853246976283,-0.6213195072934777,-0.5063671263085268
-0.7677114329002729,-1.26324741162052,-0.7741329484273546
-2.124350703693182,-1.584011413929343,-1.2542276761307318
-0.324726072304861,-1.430673436961944,-1.2781482046171957
0.30711950215944844,-1.190733664680381,-1.2526977058574782
-0.3367438658227834,-1.6873822971468928,-1.6308544852520124
-1.275952790589556,-1.4593547986065785,-1.1938127126454634
-0.06640583149463525,-1.5893523059647672,-1.395248212375173
-0.3763961972427814,-1.107559563315377,-0.7258397101336439
-0.9652876182149901,-0.18169704411366677,-1.095392973203414
-0.05377106648541383,0.33113666266235847,-0.0899741792960994
-1.8802810457051147,-0.4371044578317356,-1.444604065086074
-0.19990821364595845,-0.17359035519894978,-0.3626873172917478
0.40932770453424666,-0.05234185577017087,0.37738262601170036
-2.312288980130682,-0.9591608660432387,-1.3760143281744268
-0.21385715722208906,-0.1826535553945563,-0.3371271051428666
-0.08094057008479694,-0.17444086673174683,0.0241566361141537
0.9294841615156213,-0.7227855250441196,-0.28930145235489513
-1.3360554499076396,-0.864932168554785,-1.0950113032639621
0.48537719465322926,-1.0099018464419691,-0.6842857046226303
1.3695461386990693,0.9406195160361558,1.0283506776700513
1.3291839542071466,-0.37396964363333524,-0.3561262452985315
0.9194312867473923,1.1932903024175217,0.877257299524037
0.6196643527164695,1.9032935950940577,1.4672061473456353
0.8628342329605625,2.0106300814171094,1.554560911492694
0.7264962764335375,0.5551061430633052,0.7435895892156537
0.9744219647608764,-1.0308546770689282,-0.2833102466268099
0.5609584298922329,1.630952538647405,0.7848326482885714
-0.6489829486837592,0.6226713745495602,-0.44261944228643463
1.0681573177089,1.6634156464453445,1.3361286983406924
-1.3396787462740791,-0.13076346447881912,-1.8198481875882615
1.0479110477322542,1.6167282423863227,1.6424088982659333
-0.8594774363607879,1.1847801094375716,0.04356302386362586
1.0047400047424528,-0.585430736593535,0.006253130196467893
-0.13463500000813874,0.3137262097585075,-0.22438899509844512
-0.21763724556903524,0.9850085042963359,0.517747945199151
-0.05386640588914287,0.24327127289967215,0.490442266367422
-1.079198856442497,0.6315388612289966,-0.03367455054934509
-1.7012680292772002,0.0487581181796441,-0.7506030791071417
1.187832127234597,1.5980180554010737,2.0037696432983263
0.7991436173942701,0.3431699725502374,1.0382623987789756
1.38472264736271,1.1382357281393753,1.317551268102167
0.21440026701719386,1.0718317869800276,0.48807147081863306
1.157653504466978,1.3364983870894596,1.9805766575183634
1.487791417086086,-0.42389478691145555,0.3015996642254424
0.9016857981011868,-1.4465660766623294,-0.26900638300813373
1.4036369608585337,0.5642341744476062,0.44476063669511023
0.19818454516754885,1.250423318916467,0.48096672887617764
0.33113505349012884,-0.18097178952347495,0.06740474522853766
0.6603502209444383,-0.04160466041896691,0.5433268879938781
0.5717808675887848,-0.18985786481587744,0.6944524356404894
0.9770431972554013,0.7732092973460627,1.66596731703345
-0.08048404517661742,-0.2805561105538786,-0.07967892738552837
0.7020803049618547,-0.07412354782934089,0.7127863138147283
0.736112495118244,0.24455338242208366,0.8011584528515467
0.07285782156951386,0.18958420906933351,0.6110059425632717
0.5339695172701543,0.44589355481655857,0.8738405954121238
0.584563407408613,0.684322857340516,0.6053474233129542
0.14475784543701406,1.1066204472146859,0.8761724385321489
-1.5625074910231311,0.6572293120139967,0.31170055739465935
-0.19104464902653603,0.30117033780343505,0.04515722527798441
0.7458079408638816,0.4764085244117569,0.39022470303074674
-3.193101380153952,-0.40389869507341875,-0.9497707572712506
-0.07937786408636574,0.3220875864102818,0.46236596405223973
